# object_name   ref_object  relative_start_x relative_start_y   end_x end_y 
Ladder7318   Ladder2874  19581 12082   1 -3 
Snake7319   Ladder2886  6309 7812   -5 5 
Ladder7320   Ladder6191  12233 -6073   1 -5 
Snake7321   Ladder5560  7933 -4328   2 2 
Ladder7322   Ladder76  -36439 -11263   -1 -1 
Snake7323   Ladder222  -1247 -13785   -5 5 
Ladder7324   Ladder3676  1741 -7713   -2 -3 
Ladder7325   Ladder5520  14532 -13900   -2 -2 
Snake7326   Ladder4501  9660 -25766   -5 4 
Snake7327   Ladder5389  -17878 9195   4 2 
Snake7328   Snake7239  15535 3044   -4 4 
Ladder7329   Ladder6056  19847 -4599   -5 -5 
Ladder7330   Snake4018  -13871 25482   1 -4 
Snake7331   Snake3660  19712 -38330   0 1 
Snake7332   Snake6458  42994 16464   -4 2 
Ladder7333   Ladder2819  20972 27099   1 -1 
Snake7334   Snake4103  -20785 -18910   2 1 
Ladder7335   Snake24  20553 -39597   1 -2 
Snake7336   Snake4286  -9213 -41401   4 4 
Snake7337   Snake5833  -33076 -33486   5 4 
Snake7338   Ladder483  -38584 3726   0 2 
Ladder7339   Snake1758  -21675 24962   -5 -2 
Ladder7340   Snake6404  10756 -10178   -3 -3 
Ladder7341   Snake2641  6820 -4987   2 -3 
Ladder7342   Ladder5087  -2611 24297   4 -1 
Ladder7343   Snake3661  -37080 30321   -3 -5 
Ladder7344   Snake5293  -5353 -27224   0 -1 
Snake7345   Ladder5325  37907 894   -3 5 
Ladder7346   Ladder4679  19370 -8604   -1 -1 
Snake7347   Snake40  11129 -12470   1 5 
Ladder7348   Snake3389  9467 13378   -3 -5 
Ladder7349   Snake3000  30269 -29541   3 -1 
Snake7350   Ladder3815  13006 -39249   -3 5 
Snake7351   Snake3541  48776 16601   4 4 
Ladder7352   Ladder5641  3625 -15659   2 -3 
Ladder7353   Ladder3239  -3363 28153   5 -2 
Ladder7354   Ladder6066  -17663 29017   -2 -5 
Ladder7355   Ladder3555  4507 5812   -4 -5 
Ladder7356   Snake3797  17099 7943   4 -1 
Ladder7357   Ladder5902  -3249 -2314   1 -1 
Snake7358   Ladder5438  36207 2918   2 2 
Snake7359   Snake2363  -22574 -25528   -1 4 
Snake7360   Snake3669  12958 -2499   -2 3 
Ladder7361   Snake2019  3897 -13772   -3 -2 
Ladder7362   Snake1966  -7649 13329   -4 -2 
Snake7363   Snake5892  -10833 9955   -5 2 
Ladder7364   Ladder6817  24215 30583   -4 -1 
Ladder7365   Snake214  -29898 7831   -3 -3 
Ladder7366   Snake1952  13849 6793   5 -4 
Snake7367   Snake2962  -39883 1746   -1 4 
Ladder7368   Snake1760  -7917 -3849   4 -1 
Ladder7369   Ladder6520  -31605 10432   1 -1 
Ladder7370   Ladder4816  -4078 -1786   4 -3 
Ladder7371   Snake6019  6702 -5784   3 -1 
Snake7372   Ladder5421  -25621 -12903   4 2 
Ladder7373   Ladder2307  -7617 37060   0 -4 
Ladder7374   Ladder5183  -29947 1358   -4 -3 
Ladder7375   Ladder1338  13941 -14289   -1 -5 
Snake7376   Ladder6578  37083 -16135   3 5 
Ladder7377   Ladder4117  18982 -20769   1 -5 
Ladder7378   Ladder6149  17751 -10539   1 -4 
Ladder7379   Snake3697  -17674 33243   -1 -3 
Snake7380   Ladder4287  -8817 3246   -2 2 
Snake7381   Ladder582  -18433 -31033   2 4 
Ladder7382   Snake5861  10146 -27243   -4 -2 
Ladder7383   Snake6049  -25974 -24005   5 -2 
Snake7384   Snake3321  20083 3723   3 2 
Snake7385   Snake4094  -4677 10836   -3 4 
Snake7386   Snake6312  11510 13262   -2 3 
Ladder7387   Snake3124  -28357 2098   -3 -1 
Ladder7388   Ladder2429  -2773 14482   -3 -3 
Snake7389   Snake3140  29017 2252   4 4 
Snake7390   Ladder3307  -20880 13231   0 2 
Snake7391   Snake1862  -37033 -25961   -2 1 
Ladder7392   Snake3283  -9146 8800   -5 -5 
Ladder7393   Ladder1495  21265 14496   2 -4 
Snake7394   Snake133  18139 12327   -1 5 
Ladder7395   Snake4548  -18635 -16800   -2 -3 
Snake7396   Ladder4826  7366 36734   -3 4 
Ladder7397   Ladder6274  -2980 10531   1 -4 
Snake7398   Snake4835  32077 17791   4 5 
Snake7399   Snake4277  22982 -31119   1 5 
Snake7400   Ladder4187  35445 -13111   0 4 
Ladder7401   Snake1130  9183 -14095   -2 -1 
Snake7402   Ladder5231  -22609 39879   -1 2 
Snake7403   Snake4914  4819 -28521   0 1 
Snake7404   Ladder4991  32644 14451   3 3 
Snake7405   Snake6825  -1901 -39375   2 5 
Ladder7406   Snake5906  -4513 -3070   -3 -1 
Ladder7407   Snake1644  -7934 -20849   -3 -2 
Snake7408   Snake6326  -36670 46345   -4 3 
Ladder7409   Snake5247  -27660 -3689   -3 -5 
Snake7410   Snake7240  -7562 -4159   -5 3 
Ladder7411   Ladder3373  8716 -13874   -3 -5 
Ladder7412   Snake2374  -35793 18567   1 -3 
Snake7413   Ladder4257  6243 9791   -5 3 
Snake7414   Snake4942  23454 9316   2 2 
Snake7415   Ladder6975  -9582 573   2 5 
Snake7416   Snake714  105 -19759   2 4 
Snake7417   Snake2547  1585 10620   1 4 
Snake7418   Ladder727  -26288 6225   1 3 
Ladder7419   Ladder3381  -3342 -115   -5 -5 
Snake7420   Ladder5430  -25699 12731   -5 3 
Ladder7421   Ladder4788  1719 15901   -1 -1 
Ladder7422   Ladder1365  -10677 -4772   -2 -4 
Ladder7423   Ladder5635  -1019 629   3 -3 
Snake7424   Ladder767  4396 31723   2 4 
Ladder7425   Ladder4185  -2355 17017   3 -5 
Snake7426   Ladder1049  40952 27710   -4 5 
Ladder7427   Snake2289  -33965 -9724   1 -2 
Ladder7428   Ladder5066  4575 17733   0 -4 
Ladder7429   Ladder361  30328 -1863   5 -1 
Ladder7430   Snake7315  6072 -32476   -4 -2 
Snake7431   Snake5163  -34961 -10322   3 4 
Snake7432   Ladder1812  9763 -20007   4 2 
Ladder7433   Ladder1066  11467 10467   -1 -5 
Ladder7434   Snake1574  5026 -13878   4 -3 
Ladder7435   Snake718  -11592 -24053   5 -3 
Snake7436   Snake4304  -8063 -3627   0 2 
Ladder7437   Ladder625  -4886 -39708   -4 -2 
Ladder7438   Snake1547  -10540 25729   -5 -4 
Ladder7439   Snake4576  -16290 3110   -2 -3 
Ladder7440   Snake6558  -13030 2032   5 -5 
Ladder7441   Snake2934  -678 4902   2 -2 
Ladder7442   Snake1617  2804 -28542   5 -5 
Ladder7443   Ladder3973  21817 21722   -1 -5 
Ladder7444   Ladder1893  -23678 34150   -5 -5 
Snake7445   Snake2745  -12725 35800   -4 1 
Snake7446   Ladder6613  14479 5765   2 5 
Ladder7447   Snake7066  1356 -9908   4 -1 
Snake7448   Ladder7037  -2265 -9511   -1 5 
Ladder7449   Snake3331  -8955 30510   1 -5 
Snake7450   Ladder6317  -25939 22489   0 4 
Snake7451   Ladder6393  13347 13907   0 5 
Snake7452   Snake3293  256 16427   -1 5 
Snake7453   Snake128  -11549 -7121   -3 4 
Ladder7454   Ladder7365  -3832 -30195   0 -1 
Ladder7455   Snake5245  25555 20610   -3 -3 
Ladder7456   Snake6899  -7381 24140   3 -2 
Ladder7457   Snake4942  4305 -7398   -3 -3 
Ladder7458   Ladder3466  10667 -20007   3 -3 
Ladder7459   Snake392  -24119 -28732   5 -2 
Snake7460   Ladder5378  40781 -11503   4 4 
Ladder7461   Snake145  -29543 -16789   4 -3 
Ladder7462   Ladder2776  15522 -12369   1 -2 
Ladder7463   Ladder4497  26094 -41075   2 -4 
Snake7464   Snake6041  -20782 1666   0 4 
Snake7465   Snake1769  16682 -13684   -2 5 
Ladder7466   Snake263  -17044 17836   1 -5 
Snake7467   Ladder4351  -42078 2194   -1 5 
Snake7468   Ladder5607  -12750 -3548   2 1 
Ladder7469   Snake1819  23780 -32032   2 -3 
Ladder7470   Ladder4149  1690 3176   -3 -2 
Ladder7471   Snake5112  9869 29103   -1 -4 
Snake7472   Snake4608  2224 -20401   -2 2 
Snake7473   Ladder2283  -19091 -8731   5 1 
Snake7474   Snake2100  -442 17847   4 4 
Ladder7475   Ladder2302  9016 -7746   -2 -2 
Ladder7476   Snake3791  8774 5193   -2 -3 
Snake7477   Ladder6927  4983 -1172   0 3 
Ladder7478   Snake2565  23328 18442   -4 -2 
Ladder7479   Ladder6294  24342 -4165   1 -1 
Ladder7480   Ladder4900  -3967 30079   -3 -2 
Ladder7481   Snake5713  -39336 -1517   3 -4 
Ladder7482   Snake6645  -6761 5092   5 -1 
Snake7483   Ladder5870  2322 4358   1 3 
Ladder7484   Ladder1731  18542 45561   -3 -5 
Snake7485   Ladder6944  30538 -36467   2 3 
Ladder7486   Snake4868  3637 -29383   2 -1 
Ladder7487   Ladder172  8529 1964   2 -4 
Ladder7488   Ladder743  11784 12492   4 -5 
Snake7489   Ladder3777  -10557 16852   -2 1 
Snake7490   Snake2386  -2287 -2870   5 3 
Ladder7491   Ladder6669  47348 26524   5 -1 
Snake7492   Ladder3116  -4863 -12805   -1 1 
Snake7493   Ladder6695  -8966 -2981   2 1 
Ladder7494   Snake5412  10800 28325   5 -2 
Ladder7495   Snake233  -21890 -1334   -4 -5 
Snake7496   Ladder5768  -20502 -36218   3 2 
Snake7497   Ladder7220  -22867 1096   0 5 
Ladder7498   Snake7196  -13768 23166   3 -3 
Ladder7499   Snake4173  16890 14275   5 -5 
Snake7500   Snake2286  29580 -32617   -4 5 
Ladder7501   Snake984  -15550 1954   3 -5 
Snake7502   Snake3447  -16833 18345   -5 1 
Ladder7503   Ladder2194  -38529 -23025   -5 -3 
Ladder7504   Ladder1541  -10757 30898   3 -2 
Snake7505   Snake5887  1758 -6256   -2 3 
Ladder7506   Snake1803  14836 21117   0 -4 
Snake7507   Snake878  -9197 23015   -1 1 
Snake7508   Snake891  -16372 23344   2 3 
Ladder7509   Ladder4716  -24137 -8087   2 -2 
Snake7510   Ladder5317  -3293 -28223   5 1 
Snake7511   Ladder2542  -29603 -14912   -4 4 
Ladder7512   Snake5686  -4981 1770   1 -5 
Snake7513   Ladder371  31498 35149   -5 3 
Snake7514   Ladder617  8178 24672   -1 2 
Snake7515   Ladder1886  39498 -5633   3 1 
Snake7516   Ladder6292  -9003 -31237   3 3 
Snake7517   Ladder6264  -1696 -8168   -3 5 
Ladder7518   Ladder6933  6015 -7799   -2 -1 
Ladder7519   Snake738  34974 -2570   5 -1 
Snake7520   Ladder6616  -2991 -16187   5 2 
Snake7521   Ladder1603  6930 -35672   3 5 
Ladder7522   Ladder3729  12870 20326   -2 -3 
Snake7523   Ladder2692  29742 -17325   -3 1 
Ladder7524   Ladder7294  29514 4827   1 -3 
Ladder7525   Ladder5722  6710 -19664   -1 -5 
Snake7526   Snake3383  21468 15786   -5 1 
Ladder7527   Ladder4343  20375 -9167   -3 -4 
Ladder7528   Snake2629  12517 3218   -1 -3 
Ladder7529   Ladder5487  -21346 -9227   5 -2 
Ladder7530   Ladder6366  -4930 -43381   3 -2 
Ladder7531   Ladder690  37423 -33862   0 -1 
Snake7532   Snake1670  -33332 -7123   2 1 
Ladder7533   Snake520  31112 -24385   5 -2 
Ladder7534   Ladder4862  35880 -5820   -1 -1 
Snake7535   Ladder6845  22503 31940   0 2 
Ladder7536   Snake1516  12513 23998   1 -2 
Ladder7537   Ladder5978  15183 2728   4 -4 
Snake7538   Snake6969  15289 279   2 5 
Ladder7539   Ladder459  2513 4924   3 -5 
Snake7540   Snake3680  18129 4385   -1 3 
Ladder7541   Snake4507  -2479 -24647   4 -1 
Ladder7542   Ladder3786  10645 11265   -4 -4 
Ladder7543   Ladder5615  19819 6307   -3 -2 
Snake7544   Snake351  -16506 -7057   2 5 
Ladder7545   Snake2784  -8641 -242   5 -5 
Ladder7546   Ladder1554  10776 -5288   4 -1 
Snake7547   Ladder6172  -22591 12110   -1 4 
Snake7548   Snake4767  -25950 34656   -4 4 
Ladder7549   Ladder6116  24474 -41564   1 -3 
Ladder7550   Snake2645  -271 -3569   -5 -4 
Ladder7551   Ladder5645  46060 7056   5 -1 
Snake7552   Ladder4342  -2677 -246   1 2 
Ladder7553   Snake1215  22134 -41103   1 -5 
Ladder7554   Snake2363  -26930 -8255   0 -3 
Snake7555   Ladder460  37822 -14277   -2 4 
Ladder7556   Ladder3902  -15526 16712   -2 -3 
Snake7557   Snake7182  5507 -4618   -5 4 
Snake7558   Ladder727  18545 11114   5 4 
Ladder7559   Snake2288  8476 -498   4 -2 
Ladder7560   Snake5153  38165 -14986   0 -5 
Snake7561   Snake3709  -7697 -4270   5 5 
Ladder7562   Snake6802  7194 20104   -3 -4 
Snake7563   Ladder3774  -320 -6277   3 2 
Snake7564   Ladder2052  9493 15816   -2 1 
Snake7565   Snake133  -2339 13238   3 2 
Ladder7566   Ladder1080  20230 -44   4 -1 
Ladder7567   Snake7030  -7744 6038   -1 -5 
Snake7568   Ladder2525  -35448 -12799   4 4 
Ladder7569   Ladder4866  2796 1492   1 -3 
Snake7570   Snake1613  11714 -32239   -5 4 
Ladder7571   Ladder7200  18819 -3828   -1 -1 
Ladder7572   Snake7273  2613 4219   1 -1 
Ladder7573   Ladder3422  -17260 19581   0 -3 
Snake7574   Snake7517  3934 48428   -2 4 
Snake7575   Ladder594  -15279 -9090   -3 2 
Snake7576   Ladder6791  15851 6584   -1 1 
Ladder7577   Ladder3023  -29693 -9107   -5 -1 
Ladder7578   Snake4590  -3186 12563   -3 -2 
Ladder7579   Ladder7112  8862 -9523   -5 -5 
Ladder7580   Ladder3662  22812 13542   -5 -5 
Snake7581   Ladder3297  19647 23532   -5 2 
Snake7582   Ladder7355  -13017 -26698   0 5 
Ladder7583   Ladder3258  -3754 -4211   -1 -5 
Snake7584   Ladder3068  2119 31294   -1 2 
Ladder7585   Snake4103  24591 -9515   -5 -5 
Snake7586   Ladder5959  -27300 -5538   -3 2 
Ladder7587   Ladder1266  -5539 43884   5 -3 
Ladder7588   Snake7408  34286 -45183   -2 -4 
Ladder7589   Snake7195  4209 2538   -2 -4 
Snake7590   Snake191  24729 -12594   -4 3 
Ladder7591   Ladder1046  -8232 5666   -3 -4 
Ladder7592   Ladder6197  24755 34789   4 -5 
Ladder7593   Ladder5551  10122 -39276   3 -3 
Ladder7594   Snake6466  37612 16355   2 -4 
Snake7595   Ladder4788  14537 -26282   -2 2 
Snake7596   Snake4358  358 37902   -1 3 
Ladder7597   Ladder6447  9982 -3041   -5 -5 
Snake7598   Ladder6132  -2033 17106   2 3 
Ladder7599   Ladder5428  4366 3280   3 -5 
Snake7600   Ladder2412  37061 10959   4 3 
Ladder7601   Snake2500  15255 10956   -4 -1 
Snake7602   Snake3711  18285 36533   3 2 
Snake7603   Ladder7138  30528 29389   -4 2 
Ladder7604   Ladder772  -34193 -35496   1 -5 
Ladder7605   Ladder5441  3427 17825   3 -2 
Snake7606   Snake858  20691 -10583   -1 4 
Ladder7607   Snake2980  30275 45999   1 -2 
Snake7608   Ladder2701  -35976 13452   -1 4 
Snake7609   Ladder6510  -16608 4047   -2 3 
Ladder7610   Ladder3869  -40247 -1123   -5 -4 
Snake7611   Ladder945  -2615 6671   2 3 
Snake7612   Snake378  6948 -32727   4 3 
Snake7613   Ladder2731  1801 5509   3 3 
Snake7614   Snake5413  -30247 -39360   2 2 
Ladder7615   Snake5867  -11592 25611   -2 -1 
Snake7616   Ladder7096  -20244 36712   3 5 
Snake7617   Ladder1775  7960 13546   5 4 
Ladder7618   Ladder1127  4305 2647   -5 -3 
Ladder7619   Ladder5588  23840 -10065   -1 -2 
Snake7620   Ladder6729  -31317 -9437   5 5 
Snake7621   Ladder5751  -2903 32569   -3 1 
Snake7622   Ladder2644  -20454 -23626   -4 1 
Snake7623   Ladder4400  -39357 -6236   4 5 
Snake7624   Snake6420  17537 5507   0 2 
Snake7625   Snake2561  11192 1936   -4 1 
Ladder7626   Snake4767  -4494 3987   5 -2 
Ladder7627   Ladder5125  -35975 -20157   -3 -1 
Snake7628   Ladder6801  -7137 8761   2 4 
Snake7629   Ladder2630  -13022 7736   1 1 
Ladder7630   Snake5252  -10691 23877   -3 -5 
Ladder7631   Snake6847  14926 19847   -2 -2 
Ladder7632   Snake2045  -36005 21373   -2 -2 
Ladder7633   Snake286  2696 -9971   0 -2 
Ladder7634   Snake3764  -2169 -1133   2 -4 
Snake7635   Ladder5058  35518 30785   -3 1 
Snake7636   Snake6966  -8559 44151   -3 3 
Snake7637   Snake7628  -8890 -21015   -5 3 
Snake7638   Snake3991  -5443 -36963   -2 2 
Ladder7639   Snake3117  15432 33983   -1 -4 
Ladder7640   Ladder2916  -2867 -201   2 -5 
Snake7641   Ladder7006  -2427 -22719   -4 2 
Snake7642   Snake5258  -7445 2376   5 4 
Ladder7643   Ladder4674  2565 24189   -2 -2 
Snake7644   Snake1301  17844 23104   3 2 
Snake7645   Snake6858  -37800 -15   0 3 
Snake7646   Ladder2506  -17164 -18234   5 1 
Snake7647   Ladder766  33354 2596   2 4 
Ladder7648   Snake1653  21518 -24309   4 -1 
Snake7649   Ladder7293  -17777 8155   -2 4 
Ladder7650   Snake1008  14765 -24024   5 -5 
Ladder7651   Snake5493  -13587 32372   1 -3 
Ladder7652   Ladder1894  -27527 3219   -4 -5 
Ladder7653   Ladder5476  12375 -13924   -2 -3 
Ladder7654   Ladder5485  20980 -38447   4 -4 
Ladder7655   Ladder5127  -3952 -45815   4 -1 
Ladder7656   Snake4155  6592 -6667   1 -1 
Snake7657   Snake6836  -22754 26565   -4 1 
Ladder7658   Snake6521  34387 42499   -5 -3 
Ladder7659   Ladder4679  16234 -7564   -2 -2 
Snake7660   Snake3967  -38983 -13249   5 5 
Ladder7661   Ladder13  -22214 16774   0 -2 
Ladder7662   Ladder6498  -4172 -2180   -4 -3 
Ladder7663   Ladder2475  -17613 -14442   -2 -3 
Ladder7664   Snake5767  3692 -12951   -5 -1 
Ladder7665   Snake7256  -27057 -33057   -2 -4 
Snake7666   Snake2812  26509 27798   -5 4 
Snake7667   Snake7586  21743 4186   4 3 
Ladder7668   Ladder5262  -11632 6151   -2 -3 
Ladder7669   Ladder5117  -24957 -13029   5 -4 
Ladder7670   Ladder2609  946 -26672   -5 -2 
Ladder7671   Ladder2117  10254 6237   -4 -4 
Ladder7672   Ladder2226  21132 34846   1 -3 
Ladder7673   Snake481  4242 15433   3 -4 
Snake7674   Snake3305  5366 -31384   -3 1 
Ladder7675   Snake107  385 -13205   -1 -4 
Snake7676   Snake1664  -4272 -32578   -5 3 
Snake7677   Ladder2401  -22803 -1493   1 4 
Ladder7678   Snake1290  -17760 -10278   -2 -4 
Snake7679   Ladder312  29385 6764   -1 4 
Ladder7680   Ladder2740  5957 11805   -3 -2 
Snake7681   Ladder7653  -29984 -9874   5 1 
Snake7682   Snake3472  14401 20250   -4 5 
Snake7683   Ladder2978  -3387 -35870   3 5 
Ladder7684   Ladder4244  19278 -4600   -2 -5 
Ladder7685   Snake3601  -45301 -40322   -2 -5 
Ladder7686   Snake4139  -20443 -42256   3 -3 
Snake7687   Snake1426  10718 4341   -1 1 
Ladder7688   Snake61  -14112 -19101   4 -1 
Ladder7689   Ladder3059  -284 -7480   1 -3 
Ladder7690   Snake5708  -5437 20564   1 -1 
Ladder7691   Ladder4309  -19149 11699   -1 -2 
Snake7692   Snake1941  -24223 5763   4 4 
Snake7693   Ladder5845  -27826 -2437   0 1 
Snake7694   Snake648  6770 1028   -5 1 
Ladder7695   Snake3756  -36179 -30573   3 -5 
Ladder7696   Snake5744  16475 -18820   5 -3 
Ladder7697   Snake6738  29157 -7974   -5 -3 
Ladder7698   Snake5285  17115 -27903   -4 -2 
Ladder7699   Ladder3491  43692 -2164   4 -2 
Ladder7700   Ladder7382  -35725 -7023   2 -3 
Ladder7701   Snake3951  18009 3638   2 -1 
Ladder7702   Ladder6540  19 -16385   0 -2 
Snake7703   Snake2920  -11607 40051   -1 2 
Ladder7704   Ladder1586  -1381 4908   -3 -5 
Ladder7705   Ladder7689  40214 8872   5 -1 
Snake7706   Snake6585  4646 -3003   0 5 
Snake7707   Ladder1078  29524 -5985   -4 3 
Snake7708   Ladder5259  9852 -24804   5 3 
Ladder7709   Snake5116  -21806 11859   4 -1 
Snake7710   Snake2972  -3487 28659   3 3 
Ladder7711   Snake3892  -5361 -35338   1 -5 
Ladder7712   Ladder706  -12137 -22032   -3 -5 
Snake7713   Ladder3162  3214 26685   -1 5 
Snake7714   Snake6032  -29629 -10124   2 3 
Snake7715   Ladder4641  28236 -7286   -2 2 
Ladder7716   Snake2130  -31447 -2719   3 -5 
Snake7717   Ladder2621  23870 -29986   5 1 
Snake7718   Snake4633  -6708 -12675   -4 5 
Snake7719   Snake3716  5162 -3824   2 5 
Snake7720   Snake5451  17558 -19176   0 5 
Snake7721   Ladder1230  3264 -13172   5 2 
Ladder7722   Ladder753  -25969 26428   -5 -1 
Snake7723   Ladder2437  -22097 10421   2 5 
Snake7724   Ladder4235  -14965 41986   5 1 
Ladder7725   Snake6497  -22222 -1713   -4 -2 
Ladder7726   Snake286  8513 23507   2 -1 
Ladder7727   Snake993  11292 18058   -5 -1 
Snake7728   Snake2017  34793 17519   4 1 
Ladder7729   Ladder795  -24162 17758   5 -1 
Snake7730   Snake5636  -26783 17156   5 1 
Snake7731   Ladder2729  12375 21389   -1 3 
Ladder7732   Ladder7329  -27015 14712   -4 -2 
Snake7733   Ladder6776  20024 36026   4 3 
Snake7734   Snake679  12967 -20022   -4 5 
Snake7735   Ladder4406  -30377 -19180   1 3 
Snake7736   Ladder1464  -1613 -2090   -5 5 
Snake7737   Snake119  11098 -6784   4 4 
Snake7738   Ladder302  25267 -8745   5 5 
Ladder7739   Ladder861  -2179 11215   -5 -2 
Ladder7740   Ladder1942  -13880 10916   1 -2 
Snake7741   Ladder7499  -26081 -2491   -2 5 
Ladder7742   Ladder3381  -27762 15727   4 -2 
Snake7743   Snake3639  -20656 2941   1 2 
Snake7744   Ladder3562  3299 -5285   2 4 
Snake7745   Ladder6791  13009 754   -1 1 
Ladder7746   Ladder552  -13967 -16021   5 -2 
Snake7747   Ladder3915  -28413 11015   1 2 
Ladder7748   Snake3689  44750 16735   -5 -5 
Snake7749   Snake5928  16744 -10009   -2 3 
Ladder7750   Snake7244  14395 -8477   -1 -2 
Snake7751   Ladder4484  -33750 -12694   2 5 
Ladder7752   Ladder550  -26506 22590   4 -4 
Ladder7753   Snake4572  -5899 14064   4 -2 
Ladder7754   Ladder685  20153 -8429   -4 -2 
Ladder7755   Ladder4505  34700 -5228   1 -5 
Ladder7756   Snake332  -21403 7723   1 -4 
Ladder7757   Ladder2596  15567 -4550   -4 -1 
Ladder7758   Snake5305  7950 -10530   4 -3 
Ladder7759   Snake6470  -9293 -21241   -4 -2 
Snake7760   Ladder3555  8648 -17618   -2 4 
Snake7761   Snake7649  6796 9748   0 4 
Snake7762   Ladder6970  -26273 31504   -5 2 
Snake7763   Snake3866  -19223 -12218   3 2 
Ladder7764   Snake2198  -9471 306   1 -5 
Snake7765   Ladder3994  238 5158   -4 3 
Ladder7766   Snake3437  -31998 6441   4 -1 
Ladder7767   Snake7331  7488 17980   -1 -5 
Ladder7768   Ladder470  17050 -18263   4 -2 
Snake7769   Ladder5541  13754 -35793   5 4 
Ladder7770   Ladder5963  -1831 -7394   3 -2 
Ladder7771   Snake2707  22607 17491   -3 -5 
Snake7772   Ladder200  28041 -16296   1 4 
Snake7773   Snake7431  5432 4999   3 1 
Ladder7774   Snake1657  -38581 24118   -3 -4 
Snake7775   Ladder7709  299 19657   4 5 
Ladder7776   Snake6968  13875 -32070   -3 -3 
Ladder7777   Ladder2894  8165 -4791   0 -3 
Snake7778   Ladder2239  -7831 11411   1 3 
Snake7779   Snake2680  18033 34157   2 3 
Snake7780   Snake1559  -18332 33170   -1 2 
Snake7781   Snake83  -3059 20293   -4 2 
Ladder7782   Snake4412  6475 -33533   0 -2 
Ladder7783   Ladder4677  42841 -21808   -3 -3 
Ladder7784   Snake1200  1725 -39215   -2 -1 
Snake7785   Snake305  26250 180   5 1 
Ladder7786   Ladder7033  103 -10212   -1 -3 
Ladder7787   Ladder2037  23474 -11739   4 -3 
Snake7788   Snake775  -10485 -24256   -2 3 
Ladder7789   Snake6707  -16972 33035   -4 -5 
Ladder7790   Ladder2507  -10615 -21133   2 -4 
Snake7791   Snake6298  -9994 -7695   -5 1 
Snake7792   Ladder49  -13631 19406   -1 2 
Ladder7793   Ladder938  9298 15175   2 -5 
Snake7794   Snake2081  -15208 15274   -2 4 
Snake7795   Ladder6753  -9256 10850   -1 5 
Snake7796   Ladder1427  -1750 11210   4 5 
Snake7797   Ladder4234  31848 12496   -2 5 
Ladder7798   Ladder5762  -15869 19556   -5 -4 
Snake7799   Ladder4779  -5122 -15443   4 2 
Ladder7800   Snake5907  -16871 4257   -2 -3 
Snake7801   Snake1698  -15041 2771   3 4 
Ladder7802   Snake243  15278 -3310   -4 -5 
Snake7803   Ladder2566  -20761 -34638   0 4 
Ladder7804   Ladder6803  -6109 -27957   1 -4 
Ladder7805   Snake7717  -43022 27462   -3 -5 
Ladder7806   Ladder7316  -8579 14043   1 -4 
Snake7807   Ladder3037  -21683 -27322   -5 2 
Ladder7808   Snake2691  1169 -5572   1 -2 
Snake7809   Ladder6712  -6137 -4997   2 2 
Snake7810   Snake7563  -11886 -1338   5 5 
Ladder7811   Snake4888  -22467 676   2 -4 
Ladder7812   Snake1254  -5565 1452   -2 -3 
Ladder7813   Ladder2581  -38911 -33101   0 -3 
Ladder7814   Snake6816  -21594 -46956   -5 -5 
Ladder7815   Snake6973  44620 1492   -2 -1 
Snake7816   Ladder3009  17107 38506   4 3 
Snake7817   Snake2123  -25609 25533   -1 5 
Ladder7818   Ladder3442  459 -31853   0 -4 
Snake7819   Snake2339  10689 17014   4 4 
Ladder7820   Snake2198  -8924 17196   -1 -1 
Snake7821   Snake2323  -11368 1530   5 5 
Snake7822   Ladder4228  -2299 -3266   -5 3 
Ladder7823   Ladder2495  15186 -5238   2 -1 
Snake7824   Snake2943  40083 12844   -5 4 
Snake7825   Ladder4085  -11094 -3126   4 3 
Snake7826   Snake1875  -24523 -20477   -3 1 
Snake7827   Snake2089  -28500 18327   5 1 
Ladder7828   Snake4121  22945 12924   0 -1 
Ladder7829   Ladder1049  28709 7794   -3 -4 
Ladder7830   Snake6720  19962 -27528   -1 -3 
Snake7831   Snake4419  4766 -12072   -5 1 
Ladder7832   Snake2217  23241 -6221   -5 -3 
Ladder7833   Ladder6799  9580 -1702   0 -1 
Snake7834   Snake6924  39445 -15240   3 2 
Snake7835   Ladder1555  -20554 24872   2 2 
Ladder7836   Ladder4062  14148 5861   -5 -3 
Snake7837   Ladder1673  -2905 552   5 5 
Ladder7838   Snake1696  21560 24873   0 -2 
Ladder7839   Snake5036  -10713 -17042   -2 -2 
Snake7840   Ladder2224  -20939 -11246   -3 1 
Snake7841   Snake5903  -33401 28162   -4 4 
Ladder7842   Ladder7007  -25355 -25659   -5 -4 
Ladder7843   Ladder5192  -11477 -5696   3 -1 
Ladder7844   Ladder4270  24916 -31596   3 -3 
Ladder7845   Ladder7283  21637 23451   4 -3 
Snake7846   Snake0  42785 25354   4 3 
Ladder7847   Ladder3551  12245 6480   0 -1 
Snake7848   Ladder6839  -22908 5443   -1 4 
Ladder7849   Ladder3193  25983 -32443   -2 -1 
Ladder7850   Snake882  15896 -35857   5 -2 
Ladder7851   Snake1073  19521 -11024   1 -3 
Snake7852   Snake3979  -42574 17269   -2 1 
Ladder7853   Snake1498  -14185 12651   0 -5 
Ladder7854   Snake6027  1457 17949   -1 -1 
Ladder7855   Snake4668  40047 8877   -1 -3 
Snake7856   Snake4217  17137 6512   -5 5 
Snake7857   Ladder4764  26141 -36393   -5 2 
