# object_name   ref_object  relative_start_x relative_start_y   end_x end_y 
Snake1735   Ladder1430  1152 -7043   -2 1 
Ladder1736   Ladder994  -6657 -1495   2 -4 
Ladder1737   Snake231  1045 82   4 -1 
Snake1738   Ladder1151  2679 -111   5 1 
Snake1739   Ladder465  -3051 124   -1 1 
Ladder1740   Ladder1655  -92 1670   -1 -3 
Snake1741   Ladder976  572 945   5 3 
Ladder1742   Ladder976  3135 -1152   0 -3 
Ladder1743   Snake703  -3274 -4395   -5 -1 
Ladder1744   Ladder393  3678 -1865   2 -3 
Snake1745   Ladder395  -4307 -7745   2 2 
Snake1746   Ladder343  2221 -8091   -5 2 
Snake1747   Snake1303  2124 -639   0 1 
Snake1748   Snake586  8561 3665   -2 1 
Snake1749   Ladder480  6601 -1465   0 3 
Snake1750   Snake1499  8464 4135   2 4 
Ladder1751   Snake638  4520 2901   1 -4 
Ladder1752   Ladder1250  420 4380   -1 -3 
Ladder1753   Snake646  -2460 -5980   3 -5 
Ladder1754   Ladder1552  -491 -1870   4 -1 
Ladder1755   Ladder452  -3564 -4583   -2 -3 
Snake1756   Ladder1715  -1073 2161   -4 5 
Snake1757   Ladder1353  -4592 -1317   0 5 
Snake1758   Snake1335  5448 1496   -4 1 
Ladder1759   Ladder1638  -1325 8027   -1 -4 
Ladder1760   Snake777  399 -1112   2 -3 
Ladder1761   Ladder1558  -2540 -4087   4 -2 
Ladder1762   Ladder347  935 -3279   -5 -5 
Ladder1763   Snake172  -1882 -5236   5 -5 
Snake1764   Snake737  -2237 -19   -4 3 
Ladder1765   Ladder1170  1284 654   2 -1 
Ladder1766   Snake1565  3377 3194   -3 -2 
Ladder1767   Snake1221  -1847 -1632   2 -4 
Snake1768   Ladder1377  -1788 6093   3 4 
Ladder1769   Snake1456  -1086 -4902   4 -1 
Snake1770   Ladder577  -4649 1079   0 1 
Snake1771   Snake1576  2262 1322   -2 3 
Ladder1772   Snake1620  657 7   2 -5 
Snake1773   Ladder1690  1268 1164   -3 5 
Snake1774   Snake555  -5504 -1700   4 1 
Ladder1775   Ladder1200  -122 2302   5 -4 
Ladder1776   Ladder230  -749 -8339   0 -3 
Ladder1777   Snake1169  -6518 3948   4 -1 
Ladder1778   Snake1292  -631 -873   3 -4 
Ladder1779   Snake412  -3375 -5735   -2 -4 
Snake1780   Snake263  279 -6903   3 5 
Ladder1781   Ladder1709  -3674 -8140   0 -1 
Ladder1782   Snake173  -5291 -1392   -2 -1 
Ladder1783   Snake831  -2714 1720   0 -4 
Ladder1784   Snake876  1557 1327   -1 -3 
Ladder1785   Ladder385  -2231 4935   -3 -1 
Snake1786   Ladder944  6656 -1345   -3 2 
Ladder1787   Ladder895  998 -1773   4 -3 
Ladder1788   Ladder1517  1360 2900   -5 -4 
Ladder1789   Snake195  -1631 6764   -3 -4 
Ladder1790   Ladder1084  2034 8546   1 -5 
Snake1791   Snake1144  2260 -3950   4 5 
Ladder1792   Snake1371  -6914 -5315   -5 -4 
Ladder1793   Ladder125  3263 -3364   5 -3 
Ladder1794   Ladder142  889 -1186   2 -5 
Snake1795   Snake86  6311 -2223   0 4 
Snake1796   Snake1182  -6739 1669   -1 4 
Snake1797   Snake1283  -5260 -2167   -2 2 
Snake1798   Ladder829  803 6172   4 5 
Ladder1799   Snake773  -821 -5182   -2 -1 
Snake1800   Snake784  7238 8026   2 2 
Snake1801   Snake508  4162 1499   -5 4 
Snake1802   Ladder1663  -4786 1274   -5 3 
Ladder1803   Ladder260  -2235 1005   -1 -5 
Snake1804   Ladder1650  3570 3045   -1 4 
Ladder1805   Snake1739  5379 -3638   5 -2 
Ladder1806   Ladder648  -4723 -4652   1 -2 
Ladder1807   Ladder607  -2559 5265   -2 -2 
Snake1808   Snake625  7361 4254   2 5 
Ladder1809   Snake1800  -2855 -3461   4 -1 
Snake1810   Ladder1765  3195 374   0 5 
Snake1811   Snake930  -1654 959   1 4 
Ladder1812   Ladder1278  1909 5470   1 -5 
Ladder1813   Ladder12  -914 -1583   -2 -2 
Ladder1814   Snake695  -2101 4316   -4 -5 
Ladder1815   Ladder677  -1136 618   -2 -4 
Snake1816   Ladder1672  -5978 -2543   -4 1 
Snake1817   Snake231  -3526 293   0 4 
Ladder1818   Snake1411  -1567 112   -4 -1 
Snake1819   Snake1688  1187 1454   5 3 
Snake1820   Snake1173  -2089 -4148   0 4 
Ladder1821   Ladder502  -5257 4051   -4 -2 
Snake1822   Snake1628  2422 -2448   3 3 
Snake1823   Snake359  -3217 -3666   -4 3 
Ladder1824   Snake1592  1722 -3796   -1 -1 
Snake1825   Ladder1243  -1871 -2132   -1 5 
Snake1826   Ladder1432  5516 -2788   0 5 
Ladder1827   Snake509  6856 1294   1 -1 
Ladder1828   Ladder520  -2729 -5410   3 -3 
Ladder1829   Snake1195  -3361 3140   -1 -1 
Snake1830   Snake995  4938 7638   -2 4 
Ladder1831   Snake1735  3217 792   5 -5 
Snake1832   Snake716  -4078 -7500   -1 3 
Snake1833   Ladder1591  1321 3105   0 5 
Snake1834   Ladder197  -320 -7514   -3 1 
Snake1835   Snake1210  -9376 1767   4 1 
Ladder1836   Ladder335  6500 -2867   3 -1 
Snake1837   Snake574  3352 -3337   -2 3 
Ladder1838   Snake1714  -2368 -6551   -3 -1 
Snake1839   Ladder576  8389 7219   1 4 
Ladder1840   Ladder1475  -2814 81   2 -5 
Ladder1841   Ladder1077  2349 -773   -1 -4 
Ladder1842   Snake556  8022 -5099   5 -3 
Snake1843   Ladder267  4398 2303   -5 1 
Snake1844   Ladder472  -4566 -3526   -1 3 
Snake1845   Snake505  5316 1045   -1 1 
Ladder1846   Ladder1642  1620 -664   -2 -4 
Snake1847   Snake870  -8492 4066   -2 4 
Snake1848   Ladder1183  7266 -1825   -5 2 
Snake1849   Ladder577  -1142 -506   -5 3 
Ladder1850   Ladder331  5316 1199   -4 -2 
Snake1851   Snake813  -5767 175   5 2 
Ladder1852   Ladder1642  114 2286   1 -3 
Snake1853   Ladder139  8578 5197   3 2 
Snake1854   Snake624  -8488 3606   5 3 
Ladder1855   Ladder1615  6186 1048   0 -5 
Ladder1856   Ladder1428  557 4369   2 -5 
Ladder1857   Snake190  7065 -3259   4 -1 
Snake1858   Ladder372  2562 4377   4 1 
Ladder1859   Snake1270  -3558 -4836   -2 -1 
Snake1860   Ladder1227  4144 2377   3 5 
Ladder1861   Ladder1554  -1517 159   0 -5 
Ladder1862   Ladder1673  8156 -4254   -2 -5 
Snake1863   Snake506  4412 7695   -2 2 
Snake1864   Ladder786  -1001 6173   5 2 
Snake1865   Snake1764  6525 1202   2 2 
Ladder1866   Ladder478  6998 -6079   -2 -3 
Snake1867   Ladder1326  -3738 7648   -1 1 
Ladder1868   Ladder1744  -7306 459   -2 -3 
Ladder1869   Ladder1531  826 -1341   -3 -1 
Ladder1870   Snake370  6662 676   -4 -1 
Snake1871   Ladder65  2475 -5646   1 1 
Snake1872   Ladder895  2731 -4117   -3 4 
Snake1873   Ladder1783  -109 5656   5 4 
Snake1874   Ladder165  4749 3090   -1 4 
Ladder1875   Ladder206  -318 6384   0 -3 
Snake1876   Snake272  -7202 1071   5 2 
Ladder1877   Snake695  -5628 -26   -1 -2 
Ladder1878   Ladder1007  3805 4635   0 -3 
Snake1879   Snake790  -1010 -1607   0 1 
Snake1880   Snake1065  -2401 6277   3 4 
Ladder1881   Ladder1767  1931 -6475   2 -1 
Snake1882   Ladder1568  5726 -2922   1 1 
Snake1883   Snake934  8308 -418   3 5 
Snake1884   Ladder1447  6567 -7457   -2 5 
Ladder1885   Snake1880  2566 -1444   -3 -2 
Ladder1886   Ladder0  797 1276   3 -3 
Snake1887   Ladder1661  4701 3281   1 2 
Ladder1888   Ladder471  -3209 4435   5 -2 
Ladder1889   Snake41  -7656 704   0 -5 
Ladder1890   Snake753  599 1935   -3 -1 
Snake1891   Ladder1693  -1980 -4   -5 5 
Snake1892   Snake1352  342 3744   0 5 
Snake1893   Snake1110  4692 2540   1 2 
Ladder1894   Snake75  -6335 -5493   3 -1 
Snake1895   Snake202  2371 7712   3 3 
Snake1896   Snake1238  6014 -3305   5 2 
Ladder1897   Ladder1755  -3498 -2911   0 -4 
Snake1898   Ladder293  2756 -3637   -2 1 
Ladder1899   Snake1354  -1073 3001   4 -2 
Snake1900   Ladder1522  1017 1648   -4 3 
Snake1901   Snake1629  4014 1356   5 2 
Snake1902   Snake712  2261 3807   1 5 
Ladder1903   Ladder1215  -8084 1242   -2 -5 
Snake1904   Snake778  -2080 841   0 1 
Ladder1905   Snake1166  279 -2136   -2 -2 
Ladder1906   Snake1720  -3956 -255   -1 -1 
Snake1907   Snake1327  349 -3512   -3 3 
Ladder1908   Ladder2  -7305 3367   -5 -1 
Ladder1909   Snake870  -236 2051   -5 -5 
Ladder1910   Ladder1243  -2465 -2948   -1 -1 
Snake1911   Ladder498  3943 7736   -3 2 
Snake1912   Snake150  -1404 4747   -4 3 
Snake1913   Ladder113  -7948 -625   0 4 
Ladder1914   Snake743  3049 -2036   -4 -3 
Snake1915   Snake1437  3015 -4771   -4 5 
Snake1916   Ladder705  -5118 627   -2 3 
Ladder1917   Ladder110  3596 -5965   5 -5 
Ladder1918   Ladder1419  -1214 1831   1 -5 
Snake1919   Ladder1203  5669 -5213   3 3 
Ladder1920   Ladder137  -340 -3212   -2 -1 
Ladder1921   Ladder1235  2220 7464   1 -5 
Ladder1922   Snake1343  -1282 -2916   -2 -5 
Snake1923   Snake1436  1887 -2509   1 3 
Snake1924   Snake525  -1455 2133   3 5 
Ladder1925   Snake1874  -5241 -7603   -3 -4 
Snake1926   Snake578  -574 -4458   3 4 
Snake1927   Ladder1760  -2294 -2345   3 4 
Ladder1928   Snake1585  1129 -6241   -1 -4 
Ladder1929   Ladder1414  -2581 -2789   2 -3 
Ladder1930   Ladder67  -980 -3150   -3 -1 
Snake1931   Snake1435  7125 -8319   -4 3 
Snake1932   Ladder472  -4941 623   2 5 
Ladder1933   Ladder580  4275 -913   1 -5 
Ladder1934   Snake1062  1286 -7433   -3 -4 
Ladder1935   Snake42  2115 -2816   -2 -5 
Snake1936   Snake1385  -293 -87   2 4 
Snake1937   Snake161  2180 -1112   -1 4 
Snake1938   Snake1747  -3610 -4066   -4 3 
Snake1939   Snake1371  -2864 198   -4 1 
Ladder1940   Snake1682  -2865 -8690   -2 -2 
Snake1941   Ladder856  877 3868   5 1 
Snake1942   Ladder1695  -1813 -3307   2 5 
Ladder1943   Snake1639  -2977 -1167   1 -4 
Ladder1944   Ladder1691  -2118 -2986   0 -2 
Ladder1945   Ladder819  -4211 7292   -2 -2 
Snake1946   Ladder637  -4163 6319   3 2 
Ladder1947   Ladder152  -1371 -8018   -2 -2 
Snake1948   Ladder408  -181 2326   -1 5 
Snake1949   Snake780  -4 -5470   -2 3 
Snake1950   Snake1434  4769 -1694   0 5 
Snake1951   Ladder56  2431 -2483   1 1 
Snake1952   Ladder385  292 1178   5 3 
Ladder1953   Snake934  -399 4853   -3 -4 
Ladder1954   Ladder140  -1546 4259   1 -3 
Ladder1955   Snake182  -2297 -4800   -4 -2 
Snake1956   Snake803  -65 -5237   -1 1 
Ladder1957   Snake470  -6936 842   1 -5 
Snake1958   Ladder579  -3706 6795   3 5 
Ladder1959   Ladder43  2825 -1091   -4 -4 
Ladder1960   Snake1069  -4282 3295   -4 -2 
Snake1961   Snake1238  6884 -1558   0 4 
Snake1962   Snake173  -6346 -3052   1 1 
Snake1963   Snake699  3308 3853   2 1 
Snake1964   Ladder1042  -4449 8979   -5 1 
Ladder1965   Snake1677  675 5886   -2 -5 
Ladder1966   Ladder238  2397 7308   5 -2 
Ladder1967   Snake263  6614 -6510   2 -1 
Ladder1968   Snake1238  3158 -2515   -1 -3 
Snake1969   Ladder1318  7138 3565   -2 2 
Snake1970   Ladder942  4369 -560   -5 2 
Ladder1971   Ladder1330  -4401 -4786   4 -5 
Ladder1972   Snake1533  -2691 23   -4 -4 
Snake1973   Snake1  1371 7430   -1 1 
Ladder1974   Snake586  3678 3004   -5 -4 
Ladder1975   Snake1032  7179 6327   -4 -5 
Snake1976   Ladder1026  -9130 3740   -1 5 
Snake1977   Snake1348  -2173 8257   -4 1 
Snake1978   Ladder1426  4579 -2145   -4 1 
Ladder1979   Ladder213  -1108 6469   -1 -4 
Snake1980   Ladder603  3854 1158   -2 5 
Snake1981   Snake505  6239 1851   0 3 
Ladder1982   Snake760  -945 7315   -5 -2 
Ladder1983   Snake1412  -283 912   -1 -4 
Snake1984   Ladder1108  3501 -513   4 2 
Ladder1985   Snake1980  1767 4118   4 -2 
Ladder1986   Ladder1447  512 -6695   1 -5 
Ladder1987   Ladder677  -5940 5479   -4 -3 
Snake1988   Snake370  6015 604   0 1 
Snake1989   Ladder247  7228 -58   -4 4 
Ladder1990   Snake1819  2966 -918   -3 -2 
Snake1991   Snake793  4654 4092   -4 1 
Snake1992   Snake254  -371 -2495   4 4 
Snake1993   Ladder1395  -1316 -1518   5 4 
Snake1994   Snake1808  1443 1585   -5 5 
Snake1995   Snake121  -59 -360   3 4 
Ladder1996   Snake846  -1584 6044   2 -3 
Snake1997   Ladder130  1189 -305   5 2 
Ladder1998   Ladder1673  7332 -1037   0 -4 
Snake1999   Snake1949  3923 -545   -1 4 
Ladder2000   Ladder507  8765 391   2 -1 
Ladder2001   Snake1786  -651 380   -3 -4 
Ladder2002   Snake1748  -5191 -4349   -2 -1 
Ladder2003   Snake86  6245 -3959   5 -2 
Snake2004   Ladder1041  620 -6896   5 2 
Ladder2005   Snake1593  254 3649   3 -3 
Snake2006   Snake1285  -1645 3024   -5 4 
Ladder2007   Ladder964  -5684 -8854   -5 -3 
Snake2008   Snake995  3669 2048   4 5 
Snake2009   Ladder991  1037 -415   -2 2 
Ladder2010   Ladder1599  -2260 697   4 -1 
Snake2011   Snake505  7072 -2902   3 3 
Ladder2012   Ladder494  -110 -2038   5 -4 
Ladder2013   Snake1820  5890 5510   3 -1 
Snake2014   Snake1434  -36 -4   -3 4 
Ladder2015   Snake1786  -7347 95   0 -2 
Ladder2016   Snake784  3677 3431   3 -3 
Snake2017   Ladder1560  8173 2903   2 2 
Ladder2018   Ladder1603  -6139 -9521   5 -1 
Ladder2019   Ladder385  -5259 -264   1 -1 
Ladder2020   Snake739  711 -2023   4 -4 
Ladder2021   Snake200  487 -4317   -4 -3 
Snake2022   Ladder1859  289 -895   2 1 
Ladder2023   Ladder582  3000 -4529   -3 -1 
Snake2024   Ladder1091  3172 4808   4 1 
Ladder2025   Ladder1742  -3129 6805   5 -3 
Snake2026   Snake549  -4141 1626   -5 3 
Snake2027   Snake1562  5412 2321   -2 1 
Ladder2028   Snake364  -4850 7263   -2 -4 
Ladder2029   Ladder1813  2109 -4705   -4 -5 
Snake2030   Ladder840  -3587 66   0 1 
Ladder2031   Ladder1812  1635 790   -4 -2 
Snake2032   Ladder277  -4696 166   5 3 
Snake2033   Snake1573  -4280 -5533   4 1 
Ladder2034   Snake1267  -1292 283   2 -4 
Ladder2035   Ladder498  -4029 5733   -3 -1 
Ladder2036   Ladder1933  -4841 1790   4 -1 
Ladder2037   Snake1791  -2801 1096   -4 -2 
Snake2038   Ladder1542  970 421   2 4 
Snake2039   Ladder214  403 142   5 5 
Snake2040   Snake874  7671 -1231   5 2 
Snake2041   Ladder1794  4089 3074   0 4 
Ladder2042   Ladder1681  5593 983   1 -5 
Ladder2043   Snake588  -1576 5616   3 -5 
Snake2044   Snake1741  1794 3421   5 5 
Snake2045   Ladder606  3577 4194   1 2 
Ladder2046   Ladder1611  1494 390   -5 -1 
Snake2047   Ladder538  2192 -694   2 3 
Snake2048   Ladder1668  5469 1140   5 4 
Ladder2049   Ladder554  -8821 -5835   -3 -1 
Snake2050   Ladder1091  -2897 7978   0 3 
Ladder2051   Ladder250  5085 -5607   -3 -3 
Snake2052   Snake1466  -1876 3503   0 2 
Snake2053   Snake1150  -865 -822   1 5 
Ladder2054   Snake1729  9449 1558   0 -4 
Ladder2055   Snake1449  6172 68   4 -5 
Snake2056   Snake1356  -4284 -948   -1 5 
Ladder2057   Ladder1001  -5533 -5303   -5 -2 
Ladder2058   Snake1400  -1824 -813   -1 -3 
Snake2059   Snake849  676 -1882   0 3 
Snake2060   Ladder480  7446 791   -5 2 
Ladder2061   Snake2004  33 7371   0 -2 
Snake2062   Snake1348  -1700 4965   -1 2 
Snake2063   Snake1198  -358 -2372   -3 1 
Ladder2064   Ladder1393  -2732 5024   -3 -3 
Snake2065   Snake1534  -1741 -5861   2 4 
Ladder2066   Ladder243  -4091 -5717   0 -4 
Ladder2067   Ladder2037  541 1052   -2 -4 
Snake2068   Snake1143  3522 -4582   -5 3 
Snake2069   Ladder990  -208 -3470   -4 3 
Ladder2070   Snake1618  6835 44   -1 -5 
Snake2071   Ladder526  7160 4208   3 3 
Ladder2072   Snake743  -2616 3154   1 -4 
Snake2073   Ladder211  -5311 3450   4 4 
Ladder2074   Ladder580  1742 210   -1 -3 
Ladder2075   Ladder419  4848 3412   -5 -1 
Ladder2076   Snake1144  5047 -2429   0 -5 
Snake2077   Ladder1036  1885 -3171   4 3 
Snake2078   Ladder1209  -1019 -5694   1 3 
Ladder2079   Ladder148  -683 6142   2 -2 
Ladder2080   Ladder1163  -1168 4448   0 -2 
Ladder2081   Snake509  2127 -4971   0 -2 
Snake2082   Ladder1130  -4368 2238   -1 4 
Ladder2083   Ladder842  2941 7257   1 -2 
Ladder2084   Snake985  3059 1806   5 -5 
Snake2085   Ladder741  4777 3493   0 2 
Snake2086   Snake66  -7434 -7133   0 2 
Ladder2087   Ladder1856  2806 -236   -4 -5 
Snake2088   Ladder215  8524 -953   2 3 
Snake2089   Snake321  2796 -18   5 3 
Ladder2090   Snake99  495 5629   5 -2 
Ladder2091   Ladder1041  8337 542   1 -3 
Ladder2092   Ladder279  -5869 7094   2 -2 
Ladder2093   Ladder26  2673 -4216   4 -4 
Snake2094   Ladder581  -3070 2595   -5 1 
Snake2095   Snake1343  -3271 -488   4 2 
Ladder2096   Snake1063  4580 126   2 -3 
Snake2097   Ladder1560  7964 3313   4 3 
Snake2098   Snake1121  -353 668   3 5 
Ladder2099   Ladder49  -3442 2226   -2 -4 
Ladder2100   Ladder1979  -4567 -5064   1 -5 
Ladder2101   Ladder1968  -1422 -3731   3 -1 
Snake2102   Ladder230  2051 -8009   2 5 
Snake2103   Ladder167  -802 -926   4 5 
Snake2104   Snake1382  1099 -2386   4 3 
Snake2105   Snake634  -227 -6533   -3 1 
Snake2106   Snake1333  -292 -5260   3 4 
Ladder2107   Snake338  -992 -7202   3 -4 
Snake2108   Snake1981  -6530 -6763   -1 2 
Ladder2109   Snake981  -6242 1688   5 -1 
Ladder2110   Snake1212  -2387 1751   -1 -5 
Ladder2111   Ladder1297  1144 -5499   0 -4 
Ladder2112   Ladder702  -6121 1449   1 -2 
Snake2113   Ladder1177  -4086 1340   -5 5 
Snake2114   Snake703  1104 -3362   5 1 
Ladder2115   Snake1476  -2456 -3168   -3 -4 
Snake2116   Ladder1647  -1114 2877   0 5 
Ladder2117   Ladder405  -1115 1027   2 -5 
Snake2118   Ladder1297  -2075 -3248   -4 4 
Snake2119   Ladder807  -3855 -4097   5 2 
Ladder2120   Snake508  -3190 -1436   1 -2 
Snake2121   Ladder2084  -1997 -2100   3 4 
Snake2122   Snake1435  4181 -3477   3 5 
Ladder2123   Snake1843  800 -271   -3 -4 
Ladder2124   Ladder1699  2647 7102   -2 -4 
Snake2125   Ladder50  1533 3277   2 3 
Snake2126   Snake1937  -1349 3457   1 3 
Ladder2127   Ladder893  -1685 -3220   2 -2 
Snake2128   Ladder602  -1052 -2651   -4 5 
Snake2129   Ladder944  -559 1109   -5 1 
Ladder2130   Snake179  5113 1460   -1 -4 
Snake2131   Ladder691  -8913 8222   0 5 
Snake2132   Ladder1960  4050 -5029   -5 2 
Ladder2133   Snake1208  -6210 2059   4 -4 
Snake2134   Snake1893  -1119 -2381   3 2 
Snake2135   Snake831  -3469 3629   2 1 
Ladder2136   Snake1526  3242 1023   2 -3 
Ladder2137   Ladder2049  1366 -827   4 -5 
Snake2138   Snake853  5935 1417   2 3 
Ladder2139   Ladder755  4862 2835   -4 -1 
Ladder2140   Snake1613  -8425 4455   -3 -1 
Ladder2141   Ladder1752  102 -3898   -2 -4 
Ladder2142   Snake2102  -2035 7302   1 -5 
Snake2143   Snake126  -4795 1497   -4 3 
Ladder2144   Ladder2083  -1531 -8060   0 -4 
Ladder2145   Snake2077  2419 -31   -1 -3 
Ladder2146   Snake103  4025 -5644   5 -5 
Ladder2147   Snake178  -2765 2996   4 -4 
Ladder2148   Snake1417  -4665 7939   2 -4 
Snake2149   Snake1043  -1313 -2410   1 2 
Ladder2150   Snake2009  -299 1320   4 -3 
Ladder2151   Snake1644  353 4491   4 -2 
Snake2152   Snake445  6090 2105   2 4 
Snake2153   Snake1958  -2362 -862   0 4 
Snake2154   Ladder1933  2949 4676   1 3 
Snake2155   Snake96  4295 -1048   -1 3 
Ladder2156   Ladder67  5716 -2920   -4 -2 
Ladder2157   Snake172  3430 2228   4 -2 
Ladder2158   Ladder1004  -5817 2567   1 -3 
Snake2159   Snake1628  173 -2625   4 2 
Snake2160   Snake104  -3867 -3595   -1 2 
Ladder2161   Ladder115  1046 -6637   -1 -4 
Snake2162   Snake778  -5600 -3280   -5 1 
Snake2163   Ladder767  1389 -2973   3 5 
Snake2164   Snake1003  823 2109   2 5 
Snake2165   Snake1664  -4646 -6943   2 1 
Snake2166   Ladder1455  2684 -37   1 2 
Ladder2167   Ladder138  -435 1689   -5 -1 
Ladder2168   Snake1296  -1622 3922   4 -3 
Snake2169   Ladder227  -4749 -5479   -1 2 
Ladder2170   Snake76  1289 -6246   -1 -3 
Ladder2171   Snake824  -1578 1004   5 -1 
Ladder2172   Ladder2  -2698 -838   -1 -5 
Ladder2173   Ladder404  -5102 -2015   -3 -2 
Ladder2174   Ladder1201  3614 -1754   3 -2 
Ladder2175   Ladder1743  -3892 -1852   -4 -2 
Ladder2176   Ladder89  -5333 -940   -1 -5 
Snake2177   Ladder1789  800 107   2 3 
Ladder2178   Ladder56  -497 -4822   4 -3 
Snake2179   Ladder11  3114 -2489   -2 4 
Snake2180   Ladder1073  4945 2940   5 1 
Snake2181   Snake1220  2590 -1432   -4 1 
Ladder2182   Snake2164  -3325 -5030   -2 -3 
Ladder2183   Ladder1767  1124 -4571   1 -3 
Ladder2184   Snake1583  816 348   -1 -4 
Ladder2185   Snake1882  -704 -5501   4 -4 
Snake2186   Snake2114  -1917 -4602   5 2 
Snake2187   Snake1626  -3533 -1266   1 2 
Ladder2188   Ladder1934  -7476 3444   -3 -5 
Ladder2189   Snake1584  -2502 2011   -4 -2 
Snake2190   Snake61  4017 7361   -5 5 
Ladder2191   Ladder859  -2402 -945   -1 -4 
Ladder2192   Ladder1711  3161 -27   -2 -5 
Snake2193   Snake2077  1239 4897   1 3 
Ladder2194   Ladder892  7965 1048   3 -1 
Snake2195   Snake413  2643 -4539   -4 5 
Snake2196   Snake532  8223 1769   -3 2 
Ladder2197   Ladder1990  -4692 -2375   -1 -1 
Snake2198   Ladder2147  6403 -4535   -4 5 
Ladder2199   Snake1479  397 -2671   -1 -1 
Snake2200   Ladder1370  -2892 -1871   5 5 
Ladder2201   Snake1150  -7603 -895   -5 -2 
Ladder2202   Ladder1183  3244 -1564   4 -4 
Ladder2203   Snake186  -819 -4356   -3 -1 
Ladder2204   Ladder871  869 1332   2 -3 
Ladder2205   Ladder1775  -7196 542   4 -4 
Snake2206   Snake1354  -3912 2363   -2 2 
Ladder2207   Snake1644  3229 3683   4 -2 
Snake2208   Ladder820  -496 1872   2 2 
Snake2209   Snake1810  -8732 -1881   2 1 
Snake2210   Ladder1019  3112 584   -4 4 
Snake2211   Snake1649  1782 -1293   -3 1 
Ladder2212   Ladder2046  -3174 -2956   2 -5 
Snake2213   Snake1115  -1497 3154   -1 4 
Ladder2214   Ladder1419  -204 2211   3 -3 
Ladder2215   Ladder1917  1284 1224   5 -2 
Snake2216   Snake1181  -2822 -298   -1 3 
Ladder2217   Ladder347  1991 -7234   1 -3 
Snake2218   Ladder162  2379 9009   -3 3 
Ladder2219   Snake441  1909 -2574   -1 -3 
Snake2220   Ladder2112  3234 124   1 5 
Snake2221   Ladder890  -5721 654   -4 1 
Snake2222   Snake2186  681 2435   1 4 
Ladder2223   Snake370  -1688 1484   -2 -3 
Ladder2224   Snake1406  -230 3279   -3 -3 
Snake2225   Snake1103  -3335 -377   -3 2 
Ladder2226   Ladder618  6320 -2686   -3 -4 
Ladder2227   Ladder732  2413 -1960   -4 -4 
Snake2228   Snake241  6987 6328   -4 3 
Ladder2229   Ladder1788  -4396 -3279   -3 -2 
Snake2230   Snake1536  -4003 -1675   -5 2 
Ladder2231   Snake886  6670 -7672   5 -3 
Snake2232   Snake1823  -3631 8700   0 4 
Ladder2233   Ladder480  8988 -2969   -5 -1 
Snake2234   Ladder1317  -1290 116   -5 5 
Ladder2235   Snake2121  -234 -3404   -1 -4 
Ladder2236   Ladder304  -4901 4227   -5 -4 
Ladder2237   Snake2114  -5432 -4352   3 -3 
Ladder2238   Snake868  -450 1811   -2 -3 
Ladder2239   Snake1023  1657 -591   1 -3 
Ladder2240   Ladder678  1790 -4963   -4 -2 
Ladder2241   Ladder1377  1581 3134   -4 -4 
Ladder2242   Snake338  3396 -2038   1 -3 
Snake2243   Ladder418  725 -1490   1 2 
Snake2244   Ladder120  -589 8279   -4 2 
Ladder2245   Ladder1881  1663 4144   4 -2 
Ladder2246   Snake417  2341 4736   5 -4 
Ladder2247   Ladder1415  6954 5217   -3 -5 
Snake2248   Ladder1085  -255 -3596   -5 2 
Ladder2249   Ladder1440  -4034 2579   1 -1 
Ladder2250   Ladder596  -1449 -4769   -3 -1 
Snake2251   Ladder515  -2900 807   -3 1 
Snake2252   Ladder2107  -2007 5326   -5 4 
Ladder2253   Ladder2034  2482 -6834   4 -3 
Snake2254   Ladder1525  1210 265   5 4 
Snake2255   Snake1327  -962 -3230   0 4 
Ladder2256   Snake1129  5457 5594   -1 -1 
Snake2257   Ladder1278  2334 -131   5 2 
Ladder2258   Ladder2083  -4256 -6117   0 -3 
Ladder2259   Ladder1711  -95 -7468   0 -3 
Snake2260   Ladder397  -7214 2767   -5 5 
Snake2261   Snake172  577 -3262   -2 4 
Ladder2262   Ladder569  -5321 2024   -1 -3 
Ladder2263   Snake1717  -708 -5692   0 -4 
Ladder2264   Snake1820  73 4584   2 -3 
Ladder2265   Ladder309  -686 584   5 -4 
Snake2266   Ladder1053  56 -882   5 2 
Snake2267   Ladder641  -6346 5472   4 4 
Ladder2268   Ladder919  6375 1505   0 -5 
Snake2269   Snake2131  2164 -1506   2 4 
Snake2270   Ladder1663  -1096 -4238   4 5 
Snake2271   Ladder71  3465 1451   1 1 
Snake2272   Ladder1667  8359 -5319   3 1 
Ladder2273   Snake1729  6653 -2729   -5 -1 
Snake2274   Ladder1512  1000 1007   -2 2 
Snake2275   Snake1589  1499 5411   5 1 
Snake2276   Ladder369  -763 -3841   2 3 
Snake2277   Snake1197  5800 -7362   4 2 
Ladder2278   Snake630  1173 -307   3 -3 
Ladder2279   Snake2169  1045 5370   1 -1 
Ladder2280   Ladder905  -5379 81   5 -1 
Ladder2281   Snake805  -2350 -2323   -5 -4 
Ladder2282   Snake512  264 -2033   1 -5 
Ladder2283   Snake551  2361 2707   -4 -4 
Ladder2284   Snake1741  -592 3684   -1 -3 
Ladder2285   Ladder940  749 -1541   3 -2 
Ladder2286   Ladder65  3920 1864   1 -4 
Ladder2287   Ladder434  -3962 3655   0 -2 
Snake2288   Ladder686  -5563 -1513   -1 5 
Snake2289   Snake756  597 -2166   1 3 
